Ano;Município;populacao
2017;Ouro Branco (RN);4882
2017;Ouro Fino (MG);33716
2017;Ouro Preto (MG);74659
2017;Ouro Preto do Oeste (RO);39759
2017;Ouro Velho (PB);3042
2017;Ouro Verde (SC);2245
2017;Ouro Verde (SP);8440
2017;Ouro Verde de Goiás (GO);3971
2017;Ouro Verde de Minas (MG);6110
2017;Ouro Verde do Oeste (PR);6023
2017;Ouroeste (SP);9897
2017;Ourolândia (BA);18025
2017;Ouvidor (GO);6340
2017;Pacaembu (SP);14086
2017;Pacajá (PA);46383
2017;Pacajus (CE);70911
2017;Pacaraima (RR);12375
2017;Pacatuba (CE);82824
2017;Pacatuba (SE);14420
2017;Paço do Lumiar (MA);122420
2017;Pacoti (CE);11960
2017;Pacujá (CE);6202
2017;Padre Bernardo (GO);32148
2017;Padre Carvalho (MG);6338
2017;Padre Marcos (PI);6758
2017;Padre Paraíso (MG);20177
2017;Paes Landim (PI);4065
2017;Pai Pedro (MG);6184
2017;Paial (SC);1577
2017;Paiçandu (PR);40156
2017;Paim Filho (RS);4172
2017;Paineiras (MG);4650
2017;Painel (SC);2376
2017;Pains (MG);8391
2017;Paiva (MG);1577
2017;Pajeú do Piauí (PI);3333
2017;Palestina (AL);5066
2017;Palestina (SP);12542
2017;Palestina de Goiás (GO);3514
2017;Palestina do Pará (PA);7386
2017;Palhano (CE);9285
2017;Palhoça (SC);164926
2017;Palma (MG);6753
2017;Palma Sola (SC);7558
2017;Palmácia (CE);13145
2017;Palmares (PE);62832
2017;Palmares do Sul (RS);11449
2017;Palmares Paulista (SP);12730
2017;Palmas (PR);48990
2017;Palmas (TO);286787
2017;Palmas de Monte Alto (BA);22553
2017;Palmeira (PR);34023
2017;Palmeira (SC);2586
2017;Palmeira das Missões (RS);34844
2017;Palmeira do Piauí (PI);4967
2017;Palmeira d'Oeste (SP);9496
2017;Palmeira dos Índios (AL);74208
2017;Palmeirais (PI);14295
2017;Palmeirândia (MA);19424
2017;Palmeirante (TO);5859
2017;Palmeiras (BA);9250
2017;Palmeiras de Goiás (GO);27304
2017;Palmeiras do Tocantins (TO);6535
2017;Palmeirina (PE);7761
2017;Palmeirópolis (TO);7687
2017;Palmelo (GO);2424
2017;Palminópolis (GO);3667
2017;Palmital (PR);14189
2017;Palmital (SP);22196
2017;Palmitinho (RS);7184
2017;Palmitos (SC);16253
2017;Palmópolis (MG);6161
2017;Palotina (PR);31366
2017;Panamá (GO);2712
2017;Panambi (RS);41781
2017;Pancas (ES);23697
2017;Panelas (PE);26417
2017;Panorama (SP);15619
2017;Pantano Grande (RS);9845
2017;Pão de Açúcar (AL);24792
2017;Papagaios (MG);15516
2017;Papanduva (SC);19015
2017;Paquetá (PI);3886
2017;Pará de Minas (MG);92739
2017;Paracambi (RJ);50447
2017;Paracatu (MG);92386
2017;Paracuru (CE);33894
2017;Paragominas (PA);110026
2017;Paraguaçu (MG);21583
2017;Paraguaçu Paulista (SP);45255
2017;Paraí (RS);7404
2017;Paraíba do Sul (RJ);42922
2017;Paraibano (MA);21116
2017;Paraibuna (SP);18206
2017;Paraipaba (CE);32515
2017;Paraíso (SC);3613
2017;Paraíso (SP);6369
2017;Paraíso das Águas (MS);5350
2017;Paraíso do Norte (PR);13345
2017;Paraíso do Sul (RS);7677
2017;Paraíso do Tocantins (TO);50360
2017;Paraisópolis (MG);20983
2017;Parambu (CE);31137
2017;Paramirim (BA);22286
2017;Paramoti (CE);11578
2017;Paraná (RN);4276
2017;Paranã (TO);10562
2017;Paranacity (PR);11265
2017;Paranaguá (PR);152975
2017;Paranaíba (MS);41755
2017;Paranaiguara (GO);9919
2017;Paranaíta (MT);10884
2017;Paranapanema (SP);19730
2017;Paranapoema (PR);3117
2017;Paranapuã (SP);4051
2017;Paranatama (PE);11449
2017;Paranatinga (MT);21612
2017;Paranavaí (PR);87850
2017;Paranhos (MS);13852
2017;Paraopeba (MG);24427
2017;Parapuã (SP);11073
2017;Parari (PB);1769
2017;Paratinga (BA);32967
2017;Paraty (RJ);41454
2017;Paraú (RN);3859
2017;Parauapebas (PA);202356
2017;Paraúna (GO);11221
2017;Parazinho (RN);5258
2017;Pardinho (SP);6259
2017;Pareci Novo (RS);3760
2017;Parecis (RO);5904
2017;Parelhas (RN);21669
2017;Pariconha (AL);10684
2017;Parintins (AM);113832
2017;Paripiranga (BA);30075
2017;Paripueira (AL);13252
2017;Pariquera-Açu (SP);19537
2017;Parisi (SP);2150
2017;Parnaguá (PI);10613
2017;Parnaíba (PI);150547
2017;Parnamirim (PE);21383
2017;Parnamirim (RN);254709
2017;Parnarama (MA);34375
2017;Parobé (RS);56277
2017;Passa e Fica (RN);13099
2017;Passa Quatro (MG);16470
2017;Passa Sete (RS);5554
2017;Passa Tempo (MG);8324
2017;Passa Vinte (MG);2104
2017;Passabém (MG);1732
2017;Passagem (PB);2424
2017;Passagem (RN);3109
2017;Passagem Franca (MA);18839
2017;Passagem Franca do Piauí (PI);4500
2017;Passira (PE);28889
2017;Passo de Camaragibe (AL);15461
2017;Passo de Torres (SC);8370
2017;Passo do Sobrado (RS);6430
2017;Passo Fundo (RS);198799
2017;Passos (MG);114458
2017;Passos Maia (SC);4243
2017;Pastos Bons (MA);19271
2017;Patis (MG);5976
2017;Pato Bragado (PR);5432
2017;Pato Branco (PR);80710
2017;Patos (PB);107790
2017;Patos de Minas (MG);150893
2017;Patos do Piauí (PI);6288
2017;Patrocínio (MG);89983
2017;Patrocínio do Muriaé (MG);5680
2017;Patrocínio Paulista (SP);14351
2017;Patu (RN);12844
2017;Paty do Alferes (RJ);26991
2017;Pau Brasil (BA);10673
2017;Pau D'Arco (PA);5341
2017;Pau D'Arco (TO);4853
2017;Pau D'Arco do Piauí (PI);3975
2017;Pau dos Ferros (RN);30452
2017;Paudalho (PE);55942
2017;Pauini (AM);19597
2017;Paula Cândido (MG);9698
2017;Paula Freitas (PR);5842
2017;Paulicéia (SP);7147
2017;Paulínia (SP);102499
2017;Paulino Neves (MA);15937
2017;Paulista (PB);12308
2017;Paulista (PE);328353
2017;Paulistana (PI);20192
2017;Paulistânia (SP);1841
2017;Paulistas (MG);4982
2017;Paulo Afonso (BA);120706
2017;Paulo Bento (RS);2308
2017;Paulo de Faria (SP);8953
2017;Paulo Frontin (PR);7360
2017;Paulo Jacinto (AL);7679
2017;Paulo Lopes (SC);7360
2017;Paulo Ramos (MA);20657
2017;Pavão (MG);8709
2017;Paverama (RS);8485
2017;Pavussu (PI);3623
2017;Pé de Serra (BA);14226
2017;Peabiru (PR);14198
2017;Peçanha (MG);17871
2017;Pederneiras (SP);45708
2017;Pedra (PE);22505
2017;Pedra Azul (MG);24748
2017;Pedra Bela (SP);6078
2017;Pedra Bonita (MG);7117
2017;Pedra Branca (CE);42841
2017;Pedra Branca (PB);3803
2017;Pedra Branca do Amapari (AP);15125
2017;Pedra do Anta (MG);3270
2017;Pedra do Indaiá (MG);4034
2017;Pedra Dourada (MG);2452
2017;Pedra Grande (RN);3356
2017;Pedra Lavrada (PB);8122
2017;Pedra Mole (SE);3254
2017;Pedra Preta (MT);16965
2017;Pedra Preta (RN);2532
2017;Pedralva (MG);11570
2017;Pedranópolis (SP);2547
2017;Pedrão (BA);7527
2017;Pedras Altas (RS);2168
2017;Pedras de Fogo (PB);28499
2017;Pedras de Maria da Cruz (MG);11396
2017;Pedras Grandes (SC);4026
2017;Pedregulho (SP);16645
2017;Pedreira (SP);46598
2017;Pedreiras (MA);38365
2017;Pedrinhas (SE);9594
2017;Pedrinhas Paulista (SP);3087
2017;Pedrinópolis (MG);3672
2017;Pedro Afonso (TO);13288
2017;Pedro Alexandre (BA);18209
2017;Pedro Avelino (RN);6938
2017;Pedro Canário (ES);26537
2017;Pedro de Toledo (SP);11136
2017;Pedro do Rosário (MA);25000
2017;Pedro Gomes (MS);7683
2017;Pedro II (PI);38127
2017;Pedro Laurentino (PI);2495
2017;Pedro Leopoldo (MG);63837
2017;Pedro Osório (RS);7999
2017;Pedro Régis (PB);6099
2017;Pedro Teixeira (MG);1843
2017;Pedro Velho (RN);14954
2017;Peixe (TO);11591
2017;Peixe-Boi (PA);7860
2017;Peixoto de Azevedo (MT);33630
2017;Pejuçara (RS);4043
2017;Pelotas (RS);344385
2017;Penaforte (CE);8956
2017;Penalva (MA);38144
2017;Penápolis (SP);62738
2017;Pendências (RN);15083
2017;Penedo (AL);64497
2017;Penha (SC);31025
2017;Pentecoste (CE);37077
2017;Pequeri (MG);3347
2017;Pequi (MG);4395
2017;Pequizeiro (TO);5453
2017;Perdigão (MG);10846
2017;Perdizes (MG);15925
2017;Perdões (MG);21444
2017;Pereira Barreto (SP);25790
2017;Pereiras (SP);8410
2017;Pereiro (CE);16163
2017;Peri Mirim (MA);14074
2017;Periquito (MG);7060
2017;Peritiba (SC);2855
2017;Peritoró (MA);23019
2017;Perobal (PR);6105
2017;Pérola (PR);11101
2017;Pérola d'Oeste (PR);6674
2017;Perolândia (GO);3135
2017;Peruíbe (SP);66572
2017;Pescador (MG);4311
2017;Pescaria Brava (SC);9980
2017;Pesqueira (PE);66881
2017;Petrolândia (PE);36108
2017;Petrolândia (SC);6021
2017;Petrolina (PE);343219
2017;Petrolina de Goiás (GO);10548
2017;Petrópolis (RJ);298235
2017;Piaçabuçu (AL);18074
2017;Piacatu (SP);5846
2017;Piancó (PB);16091
2017;Piatã (BA);18267
2017;Piau (MG);2850
2017;Picada Café (RS);5595
2017;Piçarra (PA);12632
2017;Picos (PI);76928
2017;Picuí (PB);18737
2017;Piedade (SP);55092
2017;Piedade de Caratinga (MG);8247
2017;Piedade de Ponte Nova (MG);4213
2017;Piedade do Rio Grande (MG);4684
2017;Piedade dos Gerais (MG);4981
2017;Piên (PR);12455
2017;Pilão Arcado (BA);35740
2017;Pilar (AL);35552
2017;Pilar (PB);11938
2017;Pilar de Goiás (GO);2529
2017;Pilar do Sul (SP);28718
2017;Pilões (PB);6607
2017;Pilões (RN);3836
2017;Pilõezinhos (PB);5080
2017;Pimenta (MG);8720
2017;Pimenta Bueno (RO);38051
2017;Pimenteiras (PI);11935
2017;Pimenteiras do Oeste (RO);2410
2017;Pindaí (BA);16889
2017;Pindamonhangaba (SP);164000
2017;Pindaré-Mirim (MA);32488
2017;Pindoba (AL);2953
2017;Pindobaçu (BA);21171
2017;Pindorama (SP);16656
2017;Pindorama do Tocantins (TO);4520
2017;Pindoretama (CE);20644
2017;Pingo-d'Água (MG);4873
2017;Pinhais (PR);129445
2017;Pinhal (RS);2616
2017;Pinhal da Serra (RS);2104
2017;Pinhal de São Bento (PR);2757
2017;Pinhal Grande (RS);4544
2017;Pinhalão (PR);6440
2017;Pinhalzinho (SC);19511
2017;Pinhalzinho (SP);14763
2017;Pinhão (PR);32322
2017;Pinhão (SE);6556
2017;Pinheiral (RJ);24282
2017;Pinheirinho do Vale (RS);4803
2017;Pinheiro (MA);82374
2017;Pinheiro Machado (RS);12913
2017;Pinheiro Preto (SC);3480
2017;Pinheiros (ES);27130
2017;Pintadas (BA);11012
2017;Pinto Bandeira (RS);2868
2017;Pintópolis (MG);7585
2017;Pio IX (PI);18125
2017;Pio XII (MA);20861
2017;Piquerobi (SP);3693
2017;Piquet Carneiro (CE);16731
2017;Piquete (SP);13976
2017;Piracaia (SP);26991
2017;Piracanjuba (GO);24885
2017;Piracema (MG);6566
2017;Piracicaba (SP);397322
2017;Piracuruca (PI);28312
2017;Piraí (RJ);28222
2017;Piraí do Norte (BA);10411
2017;Piraí do Sul (PR);25277
2017;Piraju (SP);29790
2017;Pirajuba (MG);5790
2017;Pirajuí (SP);24973
2017;Pirambu (SE);9241
2017;Piranga (MG);17918
2017;Pirangi (SP);11323
2017;Piranguçu (MG);5514
2017;Piranguinho (MG);8597
2017;Piranhas (AL);25298
2017;Piranhas (GO);11022
2017;Pirapemas (MA);18413
2017;Pirapetinga (MG);10876
2017;Pirapó (RS);2625
2017;Pirapora (MG);56706
2017;Pirapora do Bom Jesus (SP);18174
2017;Pirapozinho (SP);27021
2017;Piraquara (PR);107751
2017;Piraquê (TO);3044
2017;Pirassununga (SP);75474
2017;Piratini (RS);20799
2017;Piratininga (SP);13335
2017;Piratuba (SC);4102
2017;Piraúba (MG);11080
2017;Pirenópolis (GO);24761
2017;Pires do Rio (GO);31151
2017;Pires Ferreira (CE);10784
2017;Piripá (BA);11849
2017;Piripiri (PI);62733
2017;Piritiba (BA);25211
2017;Pirpirituba (PB);10585
2017;Pitanga (PR);32015
2017;Pitangueiras (PR);3140
2017;Pitangueiras (SP);38889
2017;Pitangui (MG);27706
2017;Pitimbu (PB);19182
2017;Pium (TO);7536
2017;Piúma (ES);21336
2017;Piumhi (MG);34525
2017;Placas (PA);30109
2017;Plácido de Castro (AC);18510
2017;Planaltina (GO);88863
2017;Planaltina do Paraná (PR);4303
2017;Planaltino (BA);9582
2017;Planalto (BA);26915
2017;Planalto (PR);13889
2017;Planalto (RS);10623
2017;Planalto (SP);5067
2017;Planalto Alegre (SC);2844
2017;Planalto da Serra (MT);2604
2017;Planura (MG);11796
2017;Platina (SP);3488
2017;Poá (SP);115488
2017;Poção (PE);11268
2017;Poção de Pedras (MA);17023
2017;Pocinhos (PB);18622
2017;Poço Branco (RN);15418
2017;Poço Dantas (PB);3770
2017;Poço das Antas (RS);2112
2017;Poço das Trincheiras (AL);14575
2017;Poço de José de Moura (PB);4318
2017;Poço Fundo (MG);16903
2017;Poço Redondo (SE);34529
2017;Poço Verde (SE);23740
2017;Poções (BA);48861
2017;Poconé (MT);32241
2017;Poços de Caldas (MG);166085
2017;Pocrane (MG);8841
2017;Pojuca (BA);39718
2017;Poloni (SP);5935
2017;Pombal (PB);32766
2017;Pombos (PE);26960
2017;Pomerode (SC);32334
2017;Pompéia (SP);21674
2017;Pompéu (MG);31612
2017;Pongaí (SP);3480
2017;Ponta de Pedras (PA);30219
2017;Ponta Grossa (PR);344332
2017;Ponta Porã (MS);89592
2017;Pontal (SP);47638
2017;Pontal do Araguaia (MT);6387
2017;Pontal do Paraná (PR);25393
2017;Pontalina (GO);17991
2017;Pontalinda (SP);4519
2017;Pontão (RS);3990
2017;Ponte Alta (SC);4767
2017;Ponte Alta do Bom Jesus (TO);4645
2017;Ponte Alta do Norte (SC);3413
2017;Ponte Alta do Tocantins (TO);7949
2017;Ponte Branca (MT);1560
2017;Ponte Nova (MG);60361
2017;Ponte Preta (RS);1706
2017;Ponte Serrada (SC);11545
2017;Pontes e Lacerda (MT);43832
2017;Pontes Gestal (SP);2594
2017;Ponto Belo (ES);7901
2017;Ponto Chique (MG);4259
2017;Ponto dos Volantes (MG);12138
2017;Ponto Novo (BA);15830
2017;Populina (SP);4240
2017;Poranga (CE);12243
2017;Porangaba (SP);9565
2017;Porangatu (GO);45305
2017;Porciúncula (RJ);18248
2017;Porecatu (PR);13754
2017;Portalegre (RN);7909
2017;Portão (RS);34692
2017;Porteirão (GO);3758
2017;Porteiras (CE);14921
2017;Porteirinha (MG);38741
2017;Portel (PA);60322
2017;Portelândia (GO);4044
2017;Porto (PI);12358
2017;Porto Acre (AC);17459
2017;Porto Alegre (RS);1484941
2017;Porto Alegre do Norte (MT);11995
2017;Porto Alegre do Piauí (PI);2664
2017;Porto Alegre do Tocantins (TO);3102
2017;Porto Amazonas (PR);4835
2017;Porto Barreiro (PR);3491
2017;Porto Belo (SC);20294
2017;Porto Calvo (AL);27501
2017;Porto da Folha (SE);28735
2017;Porto de Moz (PA);39991
2017;Porto de Pedras (AL);7965
2017;Porto do Mangue (RN);6789
2017;Porto dos Gaúchos (MT);5283
2017;Porto Esperidião (MT);11603
2017;Porto Estrela (MT);2973
2017;Porto Feliz (SP);52507
2017;Porto Ferreira (SP);55432
2017;Porto Firme (MG);11245
2017;Porto Franco (MA);23760
2017;Porto Grande (AP);20611
2017;Porto Lucena (RS);5227
2017;Porto Mauá (RS);2536
2017;Porto Murtinho (MS);16879
2017;Porto Nacional (TO);52828
2017;Porto Real (RJ);18829
2017;Porto Real do Colégio (AL);20327
2017;Porto Rico (PR);2611
2017;Porto Rico do Maranhão (MA);5819
2017;Porto Seguro (BA);149324
2017;Porto União (SC);35207
2017;Porto Velho (RO);519436
2017;Porto Vera Cruz (RS);1676
2017;Porto Vitória (PR);4148
2017;Porto Walter (AC);11353
2017;Porto Xavier (RS);10718
2017;Posse (GO);35574
2017;Poté (MG);16641
2017;Potengi (CE);10918
2017;Potim (SP);23360
2017;Potiraguá (BA);8438
2017;Potirendaba (SP);17002
2017;Potiretama (CE);6356
2017;Pouso Alegre (MG);147137
2017;Pouso Alto (MG);6185
2017;Pouso Novo (RS);1819
2017;Pouso Redondo (SC);16957
2017;Poxoréu (MT);15985
2017;Pracinha (SP);3768
2017;Pracuúba (AP);4779
2017;Prado (BA);29326
2017;Prado Ferreira (PR);3718
2017;Pradópolis (SP);20516
2017;Prados (MG);9021
2017;Praia Grande (SC);7364
2017;Praia Grande (SP);310024
2017;Praia Norte (TO);8365
2017;Prainha (PA);29067
2017;Pranchita (PR);5477
2017;Prata (MG);27796
2017;Prata (PB);4179
2017;Prata do Piauí (PI);3103
2017;Pratânia (SP);5126
2017;Pratápolis (MG);8890
2017;Pratinha (MG);3569
2017;Presidente Alves (SP);4155
2017;Presidente Bernardes (MG);5562
2017;Presidente Bernardes (SP);13420
2017;Presidente Castello Branco (SC);1610
2017;Presidente Castelo Branco (PR);5227
2017;Presidente Dutra (BA);15734
2017;Presidente Dutra (MA);47239
2017;Presidente Epitácio (SP);43897
2017;Presidente Figueiredo (AM);34574
2017;Presidente Getúlio (SC);16996
2017;Presidente Jânio Quadros (BA);13334
2017;Presidente Juscelino (MA);12656
2017;Presidente Juscelino (MG);3827
2017;Presidente Kennedy (ES);11742
2017;Presidente Kennedy (TO);3733
2017;Presidente Kubitschek (MG);3061
2017;Presidente Lucena (RS);2752
2017;Presidente Médici (MA);6968
2017;Presidente Médici (RO);22124
2017;Presidente Nereu (SC);2304
2017;Presidente Olegário (MG);19599
2017;Presidente Prudente (SP);225271
2017;Presidente Sarney (MA);18797
2017;Presidente Tancredo Neves (BA);28082
2017;Presidente Vargas (MA);11474
2017;Presidente Venceslau (SP);39544
2017;Primavera (PA);10534
2017;Primavera (PE);14798
2017;Primavera de Rondônia (RO);3411
2017;Primavera do Leste (MT);59293
2017;Primeira Cruz (MA);15207
2017;Primeiro de Maio (PR);11286
2017;Princesa (SC);2906
2017;Princesa Isabel (PB);23489
2017;Professor Jamil (GO);3360
2017;Progresso (RS);6379
2017;Promissão (SP);39506
2017;Propriá (SE);29834
2017;Protásio Alves (RS);2034
2017;Prudente de Morais (MG);10577
2017;Prudentópolis (PR);52125
2017;Pugmil (TO);2650
2017;Pureza (RN);9568
2017;Putinga (RS);4159
2017;Puxinanã (PB);13715
2017;Quadra (SP);3680
2017;Quaraí (RS);23532
2017;Quartel Geral (MG);3557
2017;Quarto Centenário (PR);4764
2017;Quatá (SP);13893
2017;Quatiguá (PR);7472
2017;Quatipuru (PA);13237
2017;Quatis (RJ);13785
2017;Quatro Barras (PR);22651
2017;Quatro Irmãos (RS);1856
2017;Quatro Pontes (PR);4031
2017;Quebrangulo (AL);11496
2017;Quedas do Iguaçu (PR);33543
2017;Queimada Nova (PI);8842
2017;Queimadas (BA);26552
2017;Queimadas (PB);44214
2017;Queimados (RJ);145386
2017;Queiroz (SP);3267
2017;Queluz (SP);12949
2017;Queluzito (MG);1958
2017;Querência (MT);16512
2017;Querência do Norte (PR);12320
2017;Quevedos (RS);2824
2017;Quijingue (BA);28632
2017;Quilombo (SC);10044
2017;Quinta do Sol (PR);4897
2017;Quintana (SP);6530
2017;Quinze de Novembro (RS);3826
2017;Quipapá (PE);25831
2017;Quirinópolis (GO);48508
2017;Quissamã (RJ);23535
2017;Quitandinha (PR);18733
2017;Quiterianópolis (CE);20860
2017;Quixaba (PB);1964
2017;Quixaba (PE);6802
2017;Quixabeira (BA);9411
2017;Quixadá (CE);86605
2017;Quixelô (CE);14860
2017;Quixeramobim (CE);78658
2017;Quixeré (CE);21876
2017;Rafael Fernandes (RN);5115
2017;Rafael Godeiro (RN);3234
2017;Rafael Jambeiro (BA);23562
2017;Rafard (SP);9054
2017;Ramilândia (PR);4435
2017;Rancharia (SP);29821
2017;Rancho Alegre (PR);3963
2017;Rancho Alegre D'Oeste (PR);2800
2017;Rancho Queimado (SC);2871
2017;Raposa (MA);30863
2017;Raposos (MG);16390
2017;Raul Soares (MG);24368
2017;Realeza (PR);17111
2017;Rebouças (PR);14981
2017;Recife (PE);1633697
2017;Recreio (MG);10697
2017;Recursolândia (TO);4230
2017;Redenção (CE);27441
2017;Redenção (PA);82464
2017;Redenção da Serra (SP);3908
2017;Redenção do Gurguéia (PI);8634
2017;Redentora (RS);11187
2017;Reduto (MG);7117
2017;Regeneração (PI);17698
2017;Regente Feijó (SP);19985
2017;Reginópolis (SP);9042
2017;Registro (SP);56430
2017;Relvado (RS);2187
2017;Remanso (BA);42672
2017;Remígio (PB);19579
2017;Renascença (PR);6979
2017;Reriutaba (CE);18769
2017;Resende (RJ);126923
2017;Resende Costa (MG);11569
2017;Reserva (PR);26763
2017;Reserva do Cabaçal (MT);2646
2017;Reserva do Iguaçu (PR);7927
2017;Resplendor (MG);17715
2017;Ressaquinha (MG);4861
2017;Restinga (SP);7384
2017;Restinga Sêca (RS);16315
2017;Retirolândia (BA);14730
2017;Riachão (MA);19701
2017;Riachão (PB);3607
2017;Riachão das Neves (BA);23313
2017;Riachão do Bacamarte (PB);4529
2017;Riachão do Dantas (SE);20014
2017;Riachão do Jacuípe (BA);34784
2017;Riachão do Poço (PB);4519
2017;Riachinho (MG);8290
2017;Riachinho (TO);4601
2017;Riacho da Cruz (RN);3566
2017;Riacho das Almas (PE);20392
2017;Riacho de Santana (BA);36439
2017;Riacho de Santana (RN);4277
2017;Riacho de Santo Antônio (PB);1985
2017;Riacho dos Cavalos (PB);8609
2017;Riacho dos Machados (MG);9672
2017;Riacho Frio (PI);4246
2017;Riachuelo (RN);8075
2017;Riachuelo (SE);10196
2017;Rialma (GO);11036
2017;Rianápolis (GO);4828
2017;Ribamar Fiquene (MA);7691
2017;Ribas do Rio Pardo (MS);23881
2017;Ribeira (SP);3390
2017;Ribeira do Amparo (BA);15443
2017;Ribeira do Piauí (PI);4403
2017;Ribeira do Pombal (BA);54965
2017;Ribeirão (PE);47088
2017;Ribeirão Bonito (SP);13060
2017;Ribeirão Branco (SP);17220
2017;Ribeirão Cascalheira (MT);9796
2017;Ribeirão Claro (PR);10941
2017;Ribeirão Corrente (SP);4644
2017;Ribeirão das Neves (MG);328871
2017;Ribeirão do Largo (BA);7437
2017;Ribeirão do Pinhal (PR);13557
2017;Ribeirão do Sul (SP);4571
2017;Ribeirão dos Índios (SP);2243
2017;Ribeirão Grande (SP);7697
2017;Ribeirão Pires (SP);121848
2017;Ribeirão Preto (SP);682302
2017;Ribeirão Vermelho (MG);4058
2017;Ribeirãozinho (MT);2320
2017;Ribeiro Gonçalves (PI);7214
2017;Ribeirópolis (SE);18641
2017;Rifaina (SP);3618
2017;Rincão (SP);10823
2017;Rinópolis (SP);10098
2017;Rio Acima (MG);10123
2017;Rio Azul (PR);15125
2017;Rio Bananal (ES);19457
2017;Rio Bom (PR);3337
2017;Rio Bonito (RJ);58272
2017;Rio Bonito do Iguaçu (PR);13552
